item_cd,market_group,n_obs,p_mean,obs_mean,p_sd,obs_sd,p_skew,obs_skew,p_min,obs_min,p_max,obs_max
428,21,10,0.499,9.934735188825139,0.343,1.1840503781184721,0.944,-0.8827062698232337,0.596,8.101980731853192,0.92,10.668978650219241
428,25,10,0.452,10.141240015912164,0.336,1.2593329060757248,0.922,-0.8771204899691816,0.57,8.205491613120236,0.897,10.933124826700707
611,11,14,0.485,9.763589218277158,0.345,1.5148355337944828,0.515,-0.013930064308843386,0.242,8.11102783819368,0.858,11.219909190927746
611,21,10,0.505,10.381111967029419,0.326,1.3631187330998498,0.935,-0.8921053855051366,0.639,8.160803920954665,0.91,11.225256725762893
611,22,10,0.498,10.125504908909498,0.339,1.2396730671719154,0.933,-0.8859901666606954,0.579,8.188966863648876,0.908,10.898607948952096
611,24,10,0.434,10.369976645246108,0.299,1.3924495831964792,0.951,-0.8847384473348741,0.634,8.157943507105037,0.887,11.233224789593368
611,25,10,0.454,10.455568758037225,0.296,1.5053299613044864,0.936,-0.8862026604122445,0.594,8.157943507105037,0.885,11.388506711556236
613,11,13,0.481,9.195187197337065,0.483,0.70000250630936,0.762,-0.39578291566583645,0.423,8.101980731853192,0.898,9.798182590890704
613,21,11,0.482,9.278992813572073,0.484,0.7110866371942149,0.956,-0.977550387348421,0.637,7.95892649305011,0.914,9.75272280064639
613,22,10,0.479,9.373716667798583,0.469,0.7546459535969192,0.94,-0.9231642318745961,0.565,8.101980731853192,0.891,9.883335864325275
613,24,10,0.443,9.421610024479474,0.435,0.806374099275303,0.958,-0.9221036794517616,0.558,8.101980731853192,0.924,9.918425424900335
615,11,12,0.475,9.654796417444052,0.349,1.3342389748660977,0.759,-0.4076814353329643,0.438,7.804251383528112,0.878,10.721084386282662
615,21,10,0.494,10.043799377624945,0.313,1.2692035373353256,0.94,-0.8755223332022852,0.577,8.160803920954665,0.901,10.831726617926124
615,22,10,0.474,10.025018109843149,0.365,1.1589876609379541,0.951,-0.8902323472820864,0.598,8.160803920954665,0.906,10.742918838113225
615,24,10,0.446,10.071110716804606,0.333,1.3191611533377325,0.942,-0.9260778915778413,0.647,7.804251383528112,0.895,10.883710371704016
615,25,10,0.476,10.126441001931761,0.326,1.3500371553564539,0.936,-0.9137645018652737,0.658,7.8713112033234065,0.903,10.959557617938563
619,11,16,0.486,8.822790419208633,0.487,0.7134416631270428,0.681,-0.23272723599718464,0.206,7.901377353792616,0.875,9.588845298501564
619,21,11,0.464,8.924157474249755,0.5,0.6657972042161143,0.873,-0.6037548569942177,0.388,7.989899374942939,0.916,9.401043372798053
619,22,10,0.456,9.08600761165778,0.512,0.6375918565983291,0.967,-1.0475192540599743,0.565,7.989899374942939,0.918,9.488047863280759
619,24,10,0.467,9.049603749095366,0.505,0.641119922730268,0.956,-0.9657701428480384,0.523,7.989899374942939,0.926,9.441531454869693
619,25,10,0.488,8.961621633369441,0.516,0.6403581512703912,0.926,-0.8805349685724884,0.46,7.989899374942939,0.915,9.358846580275406
638,11,16,0.508,8.974400133508446,0.393,1.1122112837861875,0.362,0.16324954789289503,0.256,7.601402334583733,0.822,10.188704088048116
638,21,10,0.454,9.542028791977957,0.369,1.152394173638805,0.965,-1.0087161361677501,0.727,7.365812837209472,0.866,10.261196961231647
638,22,10,0.443,9.509716307743707,0.353,1.0999719609078702,0.943,-0.954664857097562,0.694,7.53955882930103,0.878,10.188704088048116
638,24,10,0.447,9.52289463317782,0.362,1.0687735937258522,0.939,-0.9172791708387525,0.639,7.696667081526462,0.876,10.203629181337648
638,25,10,0.463,9.40823692081657,0.372,1.0038733843666976,0.944,-0.9009701837602829,0.674,7.664346632098617,0.878,10.073272520325904
641,11,16,0.494,8.107779026898275,0.465,0.7932383870043004,0.519,-0.04548847325175952,0.513,6.68586094706836,0.828,9.018089684104343
641,21,11,0.437,8.396813279290988,0.542,0.611171972841627,0.96,-1.0763413238328536,0.725,7.057036981697891,0.928,8.804024902413179
641,22,10,0.447,8.465293067067872,0.469,0.8001759792612833,0.978,-1.2067620142699338,0.777,6.7580945044277305,0.908,8.95686647085414
641,24,10,0.452,8.479665149102782,0.462,0.736681349590157,0.977,-1.0849834998269792,0.687,7.00397413672268,0.932,8.922791623969637
641,25,10,0.426,8.448972052762818,0.438,0.759389017672534,0.974,-1.1687805444378891,0.743,6.85751406254539,0.92,8.899867211223587
642,11,16,0.494,8.630717455856868,0.453,0.8183222611171036,0.563,-0.10791402546870515,0.423,7.313886831633462,0.894,9.472781556562168
642,21,11,0.463,9.072923595559752,0.473,0.6945983157584793,0.947,-0.8985959059958679,0.692,7.696667081526462,0.918,9.546884034617925
642,22,10,0.421,9.112689344753994,0.426,0.8104079393342704,0.97,-1.0568637795375009,0.702,7.5126175446745105,0.903,9.60245002503719
642,24,10,0.467,9.09561278519784,0.446,0.7617122643056317,0.975,-1.1789055137543074,0.768,7.496097345175956,0.917,9.546884034617925
642,25,10,0.43,9.131414829548195,0.492,0.7241464428611804,0.96,-1.0652100287587216,0.682,7.7057128238944275,0.895,9.568084743872936
644,11,15,0.498,9.847307355690281,0.777,0.3893962334897757,0.45,0.06350082362866888,0.099,9.392745258631441,0.799,10.434145214930487
644,21,10,0.54,9.701718143896773,0.948,0.24809403621080808,0.008,1.4292180520880176,0.034,9.546884034617925,0.698,10.238565961087293
644,22,10,0.563,9.661867613601709,0.87,0.33268383234157245,0.01,1.285754983075658,0.067,9.417435838868785,0.64,10.305647203635566
644,24,10,0.572,9.755966102140029,0.92,0.28455731163198134,0.021,1.2215371188110382,0.058,9.517898598432753,0.717,10.305647203635566
644,25,10,0.528,9.777102897555537,0.916,0.29226331905029346,0.058,0.8415970991833491,0.075,9.503084610020228,0.743,10.305647203635566
653,11,11,0.486,10.007839071068696,0.607,0.5267694535142677,0.879,-0.6054714766725029,0.4,9.201400530406708,0.932,10.392098241730961
653,21,11,0.466,9.982328598593977,0.656,0.4807986803737228,0.849,-0.5683300436044852,0.232,9.350189267092581,0.938,10.328787967145063
653,24,10,0.467,10.15906402006716,0.661,0.47214852687805636,0.918,-0.8874005746098884,0.377,9.41336284529417,0.939,10.451637862362272
654,11,15,0.5,9.245042471098238,0.421,0.8819547344233736,0.521,-0.05079297441682615,0.325,8.006700845440367,0.892,10.12667110305036
654,21,11,0.459,9.434049879275792,0.439,0.8766825493481978,0.885,-0.6602834229702732,0.524,8.006700845440367,0.902,10.056251557087757
654,22,10,0.465,9.638549157391118,0.398,0.8741315305314162,0.963,-1.0104170662244456,0.694,8.006700845440367,0.911,10.169728906753061
654,24,10,0.452,9.677044101278977,0.39,0.8846829227292216,0.956,-1.0133341135989136,0.693,8.006700845440367,0.905,10.214678610538817
654,25,10,0.478,9.688203404421994,0.412,0.917839137167019,0.958,-0.9957028692711747,0.675,8.006700845440367,0.91,10.247112717290387
