"forecast_id","analysis_date","item_cd","market_group","horizon","forecast_mean","forecast_median","forecast_std","ci_lower","ci_upper","pi_lower","pi_upper","model_type","n_observations","pooling_level","created_at"
282,20260129,223,"31",3,43493.9624043473,28676.180287632174,44928.64696223581,5323.104094223377,155303.62406679138,5323.104094223377,155303.62406679138,empirical_bayes,6,partial,"2026-01-29 10:22:39"
283,20260129,223,"37",1,41234.626462745364,29905.220027681396,41261.784409130254,6048.195111659392,144548.95601284006,6048.195111659392,144548.95601284006,empirical_bayes,3,partial,"2026-01-29 10:22:39"
284,20260129,223,"37",3,40356.37804686369,29868.302235441763,38195.592427695214,6115.425326791764,133852.72269392075,6115.425326791764,133852.72269392075,empirical_bayes,3,partial,"2026-01-29 10:22:39"
285,20260129,223,"38",1,41455.79396433952,28453.949800868602,42681.69079149048,5627.328499632518,161156.05159711323,5627.328499632518,161156.05159711323,empirical_bayes,3,partial,"2026-01-29 10:22:39"
286,20260129,223,"38",3,39297.06340862973,25598.908635514395,47353.82343874,4767.375847783606,165697.49092996804,4767.375847783606,165697.49092996804,empirical_bayes,3,partial,"2026-01-29 10:22:39"
287,20260129,224,"11",1,15811.51281270404,5255.182743325079,48301.45969965988,262.2442405846012,93520.42465559188,262.2442405846012,93520.42465559188,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
288,20260129,224,"11",3,17168.490862301744,5448.696198973985,66878.10553323018,274.527696336047,107657.5289839265,274.527696336047,107657.5289839265,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
289,20260129,224,"11",7,16727.225710096638,5570.74914016324,48381.44769742455,281.6894584223932,99127.3107719886,281.6894584223932,99127.3107719886,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
290,20260129,224,"11",14,14543.229597597594,5386.448954989104,36552.83225713865,307.3668796161952,85869.37536316547,307.3668796161952,85869.37536316547,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
291,20260129,224,"21",1,17427.649705123655,6899.012475144176,40957.81890643289,390.3370770457606,99830.43792651294,390.3370770457606,99830.43792651294,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
292,20260129,224,"21",3,17945.335086618023,6697.27625085844,60812.201401503095,418.7940580811689,92519.78807209924,418.7940580811689,92519.78807209924,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
293,20260129,224,"21",7,16992.93080731786,6622.3779094672245,41482.44353987076,462.89550216223404,100593.69467162181,462.89550216223404,100593.69467162181,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
294,20260129,224,"22",1,23919.202863968418,8048.434027660589,90881.37344360571,478.42783547621605,141645.36028808626,478.42783547621605,141645.36028808626,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
295,20260129,224,"22",3,27358.663339364757,8422.042806343796,158102.35128428251,491.73404667108696,130037.5329976361,491.73404667108696,130037.5329976361,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
296,20260129,224,"22",7,37918.5613603077,8070.866181843395,697850.9022061959,501.25873613635656,133319.24542724766,501.25873613635656,133319.24542724766,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
297,20260129,224,"24",1,23928.83626377471,8987.800423187407,58000.96314450117,569.8586665249643,148453.31472309525,569.8586665249643,148453.31472309525,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
298,20260129,224,"24",3,26080.746241180008,8828.674182506882,110464.78708059272,516.7539790083624,146985.49831218395,516.7539790083624,146985.49831218395,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
299,20260129,224,"24",7,26324.740123099895,9041.945614619995,85120.98443082327,546.1125461672351,157319.51873722172,546.1125461672351,157319.51873722172,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
300,20260129,224,"25",1,21376.688069466083,8110.124786473319,63734.359222090075,519.4170321358636,112334.32790444534,519.4170321358636,112334.32790444534,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
301,20260129,224,"25",3,21972.184294557035,7846.779871054506,71419.74156900981,504.2932858440418,119383.25767544057,504.2932858440418,119383.25767544057,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
302,20260129,224,"25",7,24398.891097601067,7689.0476589903,186054.88479279328,544.6354389902712,117449.99741014102,544.6354389902712,117449.99741014102,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
303,20260129,224,"31",1,7902.0471110255,4834.470165317847,9886.939499828113,615.6476715060155,32386.18592431971,615.6476715060155,32386.18592431971,empirical_bayes,6,partial,"2026-01-29 10:22:39"
304,20260129,224,"31",3,7632.4697561929315,4821.838254230202,11482.697340089311,628.487040485546,32808.37263094793,628.487040485546,32808.37263094793,empirical_bayes,6,partial,"2026-01-29 10:22:39"
305,20260129,224,"37",1,7895.851929980164,4810.950062480609,10395.772638595305,693.5382575824008,35408.03629738378,693.5382575824008,35408.03629738378,empirical_bayes,3,partial,"2026-01-29 10:22:39"
306,20260129,224,"37",3,7614.720657273556,4795.18122459687,9336.856033463293,684.2883180979542,31317.60494577582,684.2883180979542,31317.60494577582,empirical_bayes,3,partial,"2026-01-29 10:22:39"
307,20260129,224,"38",1,7712.816468335174,4650.823134069593,8449.54416355531,669.6526667628642,32920.666270671456,669.6526667628642,32920.666270671456,empirical_bayes,3,partial,"2026-01-29 10:22:39"
308,20260129,224,"38",3,8740.446401182584,4990.560751786044,12127.246505864978,710.5309913335843,41460.60116875955,710.5309913335843,41460.60116875955,empirical_bayes,3,partial,"2026-01-29 10:22:39"
309,20260129,225,"11",1,14231.11892160813,9723.391794410429,16084.982521437756,1580.8315108013787,53767.12422374906,1580.8315108013787,53767.12422374906,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
310,20260129,225,"11",3,14493.432746902849,9659.180932849278,18903.12146480642,1649.983327664929,57148.65138815164,1649.983327664929,57148.65138815164,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
311,20260129,225,"11",7,14471.496683771556,9638.018461815636,17099.417917777442,1682.0183552620583,56353.04076357937,1682.0183552620583,56353.04076357937,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
312,20260129,225,"11",14,14440.053650899783,9544.235055978304,18838.462070458198,1737.9264819992734,58615.15620883361,1737.9264819992734,58615.15620883361,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
313,20260129,225,"21",1,17832.542911565095,12216.422288147443,22776.621839307387,2396.5004487285214,65579.28398843655,2396.5004487285214,65579.28398843655,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
314,20260129,225,"21",3,17718.46265096984,11909.405396479387,23655.859522580064,2149.6652943764375,68526.94788421206,2149.6652943764375,68526.94788421206,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
315,20260129,225,"21",7,17853.64021660915,12204.573317222159,20374.21414568832,2232.5658606938205,71033.38199758525,2232.5658606938205,71033.38199758525,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
316,20260129,225,"22",1,19521.927159444815,13462.236993699229,20974.227978932016,2365.6889912068877,71338.58543595884,2365.6889912068877,71338.58543595884,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
317,20260129,225,"22",3,20083.060592060836,13283.936209931526,29270.435542346146,2439.07090870644,79201.22879999445,2439.07090870644,79201.22879999445,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
318,20260129,225,"22",7,18714.29221787261,12931.393532227756,20063.416098300855,2344.254161223729,71213.96659286832,2344.254161223729,71213.96659286832,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
319,20260129,225,"24",1,19934.8238947026,13366.680192226166,25055.597006723703,2738.055005734593,79387.94552676154,2738.055005734593,79387.94552676154,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
320,20260129,225,"24",3,19832.793755693343,13530.13580220188,23451.284375510935,2689.708604440099,72187.33264230398,2689.708604440099,72187.33264230398,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
321,20260129,225,"24",7,19170.642046321853,12928.335744435344,21926.313079895554,2537.4492781784943,76005.75568097604,2537.4492781784943,76005.75568097604,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
322,20260129,225,"25",1,15733.850503213629,11924.250478277547,14084.915690924574,2600.2363888932437,49782.12148383751,2600.2363888932437,49782.12148383751,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
323,20260129,225,"25",3,16068.924685026432,11968.074438276622,16120.165460714896,2846.0536787247993,51909.3163742222,2846.0536787247993,51909.3163742222,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
324,20260129,225,"25",7,16421.751968029548,12554.582037620443,14737.609352670886,2837.1039986501305,56528.076358232756,2837.1039986501305,56528.076358232756,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
325,20260129,225,"31",1,11345.598959423536,10046.165796528021,6230.47466812029,3731.154732020799,28371.32368542885,3731.154732020799,28371.32368542885,empirical_bayes,6,partial,"2026-01-29 10:22:39"
326,20260129,225,"31",3,11202.71955686696,9630.700563351187,6038.766022003778,3976.55890182262,26283.373208253553,3976.55890182262,26283.373208253553,empirical_bayes,6,partial,"2026-01-29 10:22:39"
327,20260129,225,"37",1,11139.671398621966,9661.353500732988,6401.713481921135,3369.169066951915,27700.667545351243,3369.169066951915,27700.667545351243,empirical_bayes,3,partial,"2026-01-29 10:22:39"
328,20260129,225,"37",3,11184.33485891073,9828.817354912348,6133.196282981199,3681.3227331692183,27767.789802467418,3681.3227331692183,27767.789802467418,empirical_bayes,3,partial,"2026-01-29 10:22:39"
329,20260129,225,"38",1,11134.9426632433,9960.449223835694,5966.593644733246,3649.8044828669995,26266.997285148987,3649.8044828669995,26266.997285148987,empirical_bayes,3,partial,"2026-01-29 10:22:39"
330,20260129,225,"38",3,11232.355615993478,9982.781715193743,5992.732138997178,3854.7888404330306,26711.388825061018,3854.7888404330306,26711.388825061018,empirical_bayes,3,partial,"2026-01-29 10:22:39"
331,20260129,226,"11",1,33033.09666623407,6617.6423804852,225944.82464065962,199.4683739028761,202061.2078899829,199.4683739028761,202061.2078899829,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
332,20260129,226,"11",3,50120.042845367374,7290.811762394382,596830.6355453271,213.46464646136764,248177.97680830405,213.46464646136764,248177.97680830405,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
333,20260129,226,"11",7,57723.46349527749,6739.5509085749745,1519425.8577747564,184.50252635496813,217770.26390115352,184.50252635496813,217770.26390115352,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
334,20260129,226,"11",14,37497.745791276364,6893.815355745671,239850.10952698896,237.7983878564216,216822.01867166307,237.7983878564216,216822.01867166307,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
335,20260129,226,"21",1,85182.25444033841,11129.370845443733,1043322.4901430936,321.8600694873227,361088.8992055568,321.8600694873227,361088.8992055568,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
336,20260129,226,"21",3,60959.574321543114,10180.58399639367,422487.0075107201,340.61553601394706,335011.776136936,340.61553601394706,335011.776136936,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
337,20260129,226,"21",7,98636.0011702691,11263.773796919113,2089605.6634765144,297.9324170282611,365539.45740356034,297.9324170282611,365539.45740356034,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
338,20260129,226,"22",1,55065.3738813986,13330.854122563698,304848.0808259587,550.8350034113727,326730.61653505487,550.8350034113727,326730.61653505487,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
339,20260129,226,"22",3,49955.99631075393,13394.238196219925,150949.60612012944,587.9029192554427,352890.7038247443,587.9029192554427,352890.7038247443,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
340,20260129,226,"22",7,47306.47612141984,13342.323018674993,205241.0635598331,516.9509359170498,268070.48898369406,516.9509359170498,268070.48898369406,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
341,20260129,226,"24",1,10514.780522251856,5558.515878696905,16578.17511408188,624.7458387475767,48911.74119404477,624.7458387475767,48911.74119404477,empirical_bayes,3,partial,"2026-01-29 10:22:39"
342,20260129,226,"24",3,11144.387716429095,5951.675332094963,17097.56953233238,488.88241601991774,60838.93667921822,488.88241601991774,60838.93667921822,empirical_bayes,3,partial,"2026-01-29 10:22:39"
343,20260129,226,"25",1,34661.588617200556,11683.558695263913,103440.26159705834,652.1851715686282,194405.76327065253,652.1851715686282,194405.76327065253,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
344,20260129,226,"25",3,65427.955237609334,11130.390107819674,1202223.3327320374,585.9194516838882,218013.71354838175,585.9194516838882,218013.71354838175,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
345,20260129,226,"25",7,36004.33248325789,11133.294386353618,106274.65557556084,652.8678013747602,216205.3564091474,652.8678013747602,216205.3564091474,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
346,20260129,226,"31",1,11489.02641693752,5903.865118360029,18730.516759753315,642.214067199218,56905.16098583254,642.214067199218,56905.16098583254,empirical_bayes,6,partial,"2026-01-29 10:22:39"
347,20260129,226,"31",3,12619.63049523072,5899.489116824792,35478.01561360409,470.0371673047404,59812.24897069115,470.0371673047404,59812.24897069115,empirical_bayes,6,partial,"2026-01-29 10:22:39"
348,20260129,226,"37",1,11589.548606327447,5424.631403172087,23043.747919857953,483.5481132206717,62125.61761378715,483.5481132206717,62125.61761378715,empirical_bayes,3,partial,"2026-01-29 10:22:39"
349,20260129,226,"37",3,11491.957071386554,5446.061004294381,25376.987441590783,454.1414869908475,51312.65721163815,454.1414869908475,51312.65721163815,empirical_bayes,3,partial,"2026-01-29 10:22:39"
350,20260129,226,"38",1,10336.14964212437,5370.253908713174,18453.56578340999,551.8971031561692,49832.73272302596,551.8971031561692,49832.73272302596,empirical_bayes,3,partial,"2026-01-29 10:22:39"
351,20260129,226,"38",3,10659.274708793346,5534.236155072595,14566.84144882417,647.08817110292,47025.04582040455,647.08817110292,47025.04582040455,empirical_bayes,3,partial,"2026-01-29 10:22:39"
352,20260129,231,"11",1,13627.635166499715,4217.516576101704,49511.94679098893,229.91484295413602,75518.98196138842,229.91484295413602,75518.98196138842,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
353,20260129,231,"11",3,19088.81121544947,4388.061115055979,290970.27644714963,232.44211159372065,81237.83054024781,232.44211159372065,81237.83054024781,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
354,20260129,231,"11",7,12497.1014400903,4100.2711998722425,31342.54118166184,196.4154660963859,79766.56004787829,196.4154660963859,79766.56004787829,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
355,20260129,231,"11",14,12938.673973105317,4192.503296181485,38396.4501961882,234.41395071323174,82106.27216499289,234.41395071323174,82106.27216499289,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
356,20260129,231,"21",1,16691.44695278419,5328.37279888631,79670.74828238398,310.84460339590817,91087.44153424483,310.84460339590817,91087.44153424483,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
357,20260129,231,"21",3,13282.427007899898,4749.00959204302,36478.14118085138,322.135504412461,80561.6773910271,322.135504412461,80561.6773910271,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
358,20260129,231,"21",7,16949.827878130814,5310.298204710617,141107.0597730478,319.9226033029749,86432.47119374592,319.9226033029749,86432.47119374592,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
359,20260129,231,"22",1,16752.356640463568,6135.254995496811,45906.42352591327,393.43809484476077,99787.83325052778,393.43809484476077,99787.83325052778,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
360,20260129,231,"22",3,17515.844031893874,6287.571473725377,75317.90299314035,372.89034640057906,101023.99916356901,372.89034640057906,101023.99916356901,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
361,20260129,231,"22",7,17572.852189560428,5874.18532415662,98247.46664925537,369.8266378991194,87855.46652764677,369.8266378991194,87855.46652764677,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
362,20260129,231,"24",1,13232.248460593353,5510.268441227495,32356.392105205865,420.528717092515,71352.94339280052,420.528717092515,71352.94339280052,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
363,20260129,231,"24",3,18154.87939897379,5499.642848010792,186214.36436659537,432.5614997412614,77341.8432120293,432.5614997412614,77341.8432120293,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
364,20260129,231,"24",7,13617.960251886016,5891.765600217368,33472.922080367636,445.7047672686143,78299.40041288809,445.7047672686143,78299.40041288809,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
365,20260129,231,"25",1,17941.890908386657,6052.00004037734,58042.04800818848,413.13159204981986,102924.82178918237,413.13159204981986,102924.82178918237,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
366,20260129,231,"25",3,17381.773483107427,6175.117343483301,87816.23858655553,341.82274201034267,92769.33127164109,341.82274201034267,92769.33127164109,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
367,20260129,231,"25",7,16907.76610196299,5760.952578491954,54631.6112498917,369.6989120108798,88572.77748933915,369.6989120108798,88572.77748933915,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
368,20260129,231,"31",1,5562.3041157422485,3543.0102399745524,6015.352959973345,509.93084980730765,20809.766462805324,509.93084980730765,20809.766462805324,empirical_bayes,6,partial,"2026-01-29 10:22:39"
369,20260129,231,"31",3,5671.693331058331,3481.288211468299,7618.713734881639,463.3828888545546,24332.871788770863,463.3828888545546,24332.871788770863,empirical_bayes,6,partial,"2026-01-29 10:22:39"
370,20260129,231,"37",1,6074.818430483325,3701.067385090325,7496.562690890749,481.93024298674493,24441.945094228122,481.93024298674493,24441.945094228122,empirical_bayes,3,partial,"2026-01-29 10:22:39"
371,20260129,231,"37",3,6051.898042258174,3512.556218084801,9606.003108309404,560.2275246607568,22571.550803210244,560.2275246607568,22571.550803210244,empirical_bayes,3,partial,"2026-01-29 10:22:39"
372,20260129,231,"38",1,5913.841579712567,3748.50820817785,7316.631964746935,543.077735909259,23904.5035186776,543.077735909259,23904.5035186776,empirical_bayes,3,partial,"2026-01-29 10:22:39"
373,20260129,231,"38",3,6288.098713930916,3786.0657649461973,8521.199168376319,558.5065161881547,27386.539639846025,558.5065161881547,27386.539639846025,empirical_bayes,3,partial,"2026-01-29 10:22:39"
374,20260129,232,"11",1,7901.127867056441,4790.218460110606,10946.061431881375,653.0805657601683,33288.06258541487,653.0805657601683,33288.06258541487,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
375,20260129,232,"11",3,7814.48434300222,4743.595057760485,11248.293175730407,704.9478395806033,33134.60411126395,704.9478395806033,33134.60411126395,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
376,20260129,232,"11",7,7636.783527462863,4610.013799136583,11863.457081196077,604.0959514003468,33128.91347919468,604.0959514003468,33128.91347919468,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
377,20260129,232,"11",14,7896.820722406387,4902.568406442933,10147.852346636566,746.7420044757315,34103.951833123356,746.7420044757315,34103.951833123356,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
378,20260129,232,"21",1,8965.696789223579,6389.4309347082635,10745.162638836466,1312.1790252188034,31402.272414123527,1312.1790252188034,31402.272414123527,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
379,20260129,232,"21",3,8860.10474159625,6297.553432788112,9698.5885680846,1172.0821978762917,31480.063579550297,1172.0821978762917,31480.063579550297,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
380,20260129,232,"21",7,9147.450841842428,6263.697591264026,10690.829654970412,1229.433918202191,33891.62758934928,1229.433918202191,33891.62758934928,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
381,20260129,232,"22",1,8104.556988680124,6070.0485644954415,8479.256310296074,1278.521228821962,26526.3943397747,1278.521228821962,26526.3943397747,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
382,20260129,232,"22",3,7899.301606391877,5995.66465840851,7169.5438512441615,1240.45576686101,26048.189744119903,1240.45576686101,26048.189744119903,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
383,20260129,232,"22",7,8026.956991460919,5943.8919899179255,7831.080808711791,1221.6990866964652,26247.03909814857,1221.6990866964652,26247.03909814857,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
384,20260129,232,"24",1,10040.70882113833,6988.397228611674,12569.406349993465,1289.919653194375,35824.162989237804,1289.919653194375,35824.162989237804,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
385,20260129,232,"24",3,9950.67142452341,7047.725880813316,11568.812122062309,1292.1562316618406,35821.72058586085,1292.1562316618406,35821.72058586085,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
386,20260129,232,"24",7,9899.275986767401,6874.8000419403925,11570.532378011814,1236.1880500483899,38313.613536690405,1236.1880500483899,38313.613536690405,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
387,20260129,232,"25",1,9356.004898652973,6635.8886711701125,10471.50512937316,1146.1410226769553,31877.53452019222,1146.1410226769553,31877.53452019222,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
388,20260129,232,"25",3,9234.493826541953,6420.763738854424,11176.173731292618,1132.6477105395945,34658.42983007049,1132.6477105395945,34658.42983007049,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
389,20260129,232,"25",7,9387.171004297437,6374.138870405464,12933.424925258176,1222.3900388661425,33781.62710480997,1222.3900388661425,33781.62710480997,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
390,20260129,232,"31",1,5378.3375660948195,4574.851479440125,3164.1015835461935,1665.5116413172998,13914.417019437757,1665.5116413172998,13914.417019437757,empirical_bayes,6,partial,"2026-01-29 10:22:39"
391,20260129,232,"31",3,5554.768314121699,4818.233677778147,3419.3482949405725,1555.706518565542,14115.976480243127,1555.706518565542,14115.976480243127,empirical_bayes,6,partial,"2026-01-29 10:22:39"
392,20260129,232,"37",1,5725.18502784376,4938.432541861081,3497.550809327529,1627.677001274672,14867.69997605855,1627.677001274672,14867.69997605855,empirical_bayes,3,partial,"2026-01-29 10:22:39"
393,20260129,232,"37",3,5763.341358113867,4814.093432656595,3668.0683425002035,1633.816874877467,15299.543105335504,1633.816874877467,15299.543105335504,empirical_bayes,3,partial,"2026-01-29 10:22:39"
394,20260129,232,"38",1,5636.128646748736,4794.66132185133,3298.1117892487523,1581.8193208588502,13893.859696002091,1581.8193208588502,13893.859696002091,empirical_bayes,3,partial,"2026-01-29 10:22:39"
395,20260129,232,"38",3,5664.456481750521,4891.401359482899,3393.2455829775345,1707.8342596551656,14803.798816773553,1707.8342596551656,14803.798816773553,empirical_bayes,3,partial,"2026-01-29 10:22:39"
396,20260129,233,"11",1,18613.36613585328,11347.001997057348,23653.503804946027,1540.0634917872026,81718.25190617121,1540.0634917872026,81718.25190617121,hierarchical_normal,12,partial,"2026-01-29 10:22:39"
397,20260129,233,"11",3,19164.747443882923,11027.789755197407,48153.89847994045,1628.7739635392365,82423.78227156308,1628.7739635392365,82423.78227156308,hierarchical_normal,12,partial,"2026-01-29 10:22:39"
398,20260129,233,"11",7,17993.42775038981,10953.792063845325,23389.245881958544,1476.4794290026546,78739.88630697812,1476.4794290026546,78739.88630697812,hierarchical_normal,12,partial,"2026-01-29 10:22:39"
399,20260129,233,"21",1,14479.595720078943,10443.978397243853,14349.47646436675,2340.5523583238883,48839.23678391547,2340.5523583238883,48839.23678391547,empirical_bayes,9,partial,"2026-01-29 10:22:39"
400,20260129,233,"21",3,13910.814377579798,10572.116594631974,13110.581605998506,2254.514905349008,43520.945330429815,2254.514905349008,43520.945330429815,empirical_bayes,9,partial,"2026-01-29 10:22:39"
401,20260129,233,"21",7,13560.272706893837,10302.86942194113,11109.76354643678,1923.7912376379288,43962.904201562764,1923.7912376379288,43962.904201562764,empirical_bayes,9,partial,"2026-01-29 10:22:39"
402,20260129,233,"22",1,14651.107742941653,10735.6387002138,14276.749983787286,2208.826286673715,51239.01523804869,2208.826286673715,51239.01523804869,empirical_bayes,9,partial,"2026-01-29 10:22:39"
403,20260129,233,"22",3,13942.37719983921,10337.408902995869,12296.10873690314,2191.659737186635,44118.65558689506,2191.659737186635,44118.65558689506,empirical_bayes,9,partial,"2026-01-29 10:22:39"
404,20260129,233,"22",7,14760.406310129423,10924.929470839292,12865.695611393738,2358.0193089898366,50386.97573066483,2358.0193089898366,50386.97573066483,empirical_bayes,9,partial,"2026-01-29 10:22:39"
405,20260129,233,"24",1,15001.079175565847,10090.467944397182,16773.360778989863,2072.496472206271,51133.246001342966,2072.496472206271,51133.246001342966,empirical_bayes,8,partial,"2026-01-29 10:22:39"
406,20260129,233,"24",3,14396.800793006783,10054.482681561127,13518.42000172948,2076.5057936272074,52080.02290906642,2076.5057936272074,52080.02290906642,empirical_bayes,8,partial,"2026-01-29 10:22:39"
407,20260129,233,"24",7,16530.339692763268,11360.014979248786,20928.41991995209,1778.9640510471881,62066.11420416311,1778.9640510471881,62066.11420416311,empirical_bayes,8,partial,"2026-01-29 10:22:39"
408,20260129,233,"25",1,13217.13300020664,10592.671853016023,9513.741301517692,3040.948791867163,39366.34149412988,3040.948791867163,39366.34149412988,empirical_bayes,8,partial,"2026-01-29 10:22:39"
409,20260129,233,"25",3,13043.529198845044,9963.969408221838,10007.805490641398,3058.5242252476105,40557.62749612828,3058.5242252476105,40557.62749612828,empirical_bayes,8,partial,"2026-01-29 10:22:39"
410,20260129,233,"25",7,13356.871365387145,10398.325554311059,10052.755862296266,3000.3074000087786,39192.64402407151,3000.3074000087786,39192.64402407151,empirical_bayes,8,partial,"2026-01-29 10:22:39"
411,20260129,241,"11",1,18810.11955871241,18593.817164618493,2486.3819906740587,14454.57766862791,24183.128612621076,14454.57766862791,24183.128612621076,empirical_bayes,3,partial,"2026-01-29 10:22:39"
412,20260129,241,"11",3,18889.675093553335,18793.7735828734,2547.8673385521465,14275.867938383273,24030.71835188723,14275.867938383273,24030.71835188723,empirical_bayes,3,partial,"2026-01-29 10:22:39"
413,20260129,241,"31",1,18735.846673025724,17919.348810753232,5223.778697926579,10767.549919287669,30496.726303846157,10767.549919287669,30496.726303846157,empirical_bayes,3,partial,"2026-01-29 10:22:39"
414,20260129,241,"31",3,18894.885542396496,18150.86482314433,5287.186062096791,10981.64536537139,31022.305962378545,10981.64536537139,31022.305962378545,empirical_bayes,3,partial,"2026-01-29 10:22:39"
415,20260129,242,"11",1,388996.0597530408,7252.162173037171,7237994.984492669,33.52566331189138,1324650.7623538747,33.52566331189138,1324650.7623538747,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
416,20260129,242,"11",3,1544013.7058648178,8025.354954288843,63321564.19354293,31.201751330201354,1506172.8861494146,31.201751330201354,1506172.8861494146,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
417,20260129,242,"11",7,1035566.2029699123,7104.063865088954,33590493.35674282,38.300548110380426,1832201.3677299812,38.300548110380426,1832201.3677299812,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
418,20260129,242,"11",14,3738075.2941843015,7175.55100945505,170931262.59831652,30.940331286869753,1776358.735599098,30.940331286869753,1776358.735599098,hierarchical_normal,16,partial,"2026-01-29 10:22:39"
419,20260129,242,"21",1,1352923.890250099,13366.039377691486,30315997.459983394,66.33479953357154,2919820.439172385,66.33479953357154,2919820.439172385,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
420,20260129,242,"21",3,694395.0182990407,14520.068854892306,9662518.50488431,58.01404825339093,2442946.697868831,58.01404825339093,2442946.697868831,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
421,20260129,242,"21",7,9257599.481597854,13475.762960492772,236996031.7939418,42.74482922409568,4331958.995364689,42.74482922409568,4331958.995364689,hierarchical_normal,11,partial,"2026-01-29 10:22:39"
422,20260129,242,"22",1,2102193.523622363,15800.485706106025,39557058.6250257,80.63610395122778,4039526.301639894,80.63610395122778,4039526.301639894,hierarchical_normal,10,partial,"2026-01-29 10:22:39"
