"fact_id","exmn_ymd","item_cd","mrkt_cd","ctgry_cd","ctgry_nm","item_nm","price","price_type","created_at"
2501,20240102,314,210022,300,특용작물,땅콩,700.0,retail,"2026-01-29 10:22:18"
2502,20240102,314,210401,300,특용작물,땅콩,999.0,retail,"2026-01-29 10:22:18"
2503,20240102,314,210402,300,특용작물,땅콩,1070.0,retail,"2026-01-29 10:22:18"
2504,20240102,314,220403,300,특용작물,땅콩,999.0,retail,"2026-01-29 10:22:18"
2505,20240102,314,230036,300,특용작물,땅콩,820.0,retail,"2026-01-29 10:22:18"
2506,20240102,314,240121,300,특용작물,땅콩,850.0,retail,"2026-01-29 10:22:18"
2507,20240102,314,240401,300,특용작물,땅콩,999.0,retail,"2026-01-29 10:22:18"
2508,20240102,314,240402,300,특용작물,땅콩,1990.0,retail,"2026-01-29 10:22:18"
2509,20240102,314,250402,300,특용작물,땅콩,1990.0,retail,"2026-01-29 10:22:18"
2510,20240102,314,250403,300,특용작물,땅콩,999.0,retail,"2026-01-29 10:22:18"
2511,20240102,314,310001,300,특용작물,땅콩,820.0,retail,"2026-01-29 10:22:18"
2512,20240102,314,310402,300,특용작물,땅콩,1000.0,retail,"2026-01-29 10:22:18"
2513,20240102,314,320001,300,특용작물,땅콩,830.0,retail,"2026-01-29 10:22:18"
2514,20240102,314,330001,300,특용작물,땅콩,780.0,retail,"2026-01-29 10:22:18"
2515,20240102,314,350001,300,특용작물,땅콩,800.0,retail,"2026-01-29 10:22:18"
2516,20240102,314,350401,300,특용작물,땅콩,1080.0,retail,"2026-01-29 10:22:18"
2517,20240102,314,360401,300,특용작물,땅콩,999.0,retail,"2026-01-29 10:22:18"
2518,20240102,314,370401,300,특용작물,땅콩,1990.0,retail,"2026-01-29 10:22:18"
2519,20240102,314,372401,300,특용작물,땅콩,1080.0,retail,"2026-01-29 10:22:18"
2520,20240102,314,380001,300,특용작물,땅콩,900.0,retail,"2026-01-29 10:22:18"
2521,20240102,314,260001,300,특용작물,땅콩,720.0,retail,"2026-01-29 10:22:18"
2522,20240102,314,390001,300,특용작물,땅콩,830.0,retail,"2026-01-29 10:22:18"
2523,20240102,314,110408,300,특용작물,땅콩,1990.0,retail,"2026-01-29 10:22:18"
2524,20240102,314,370001,300,특용작물,땅콩,800.0,retail,"2026-01-29 10:22:18"
2525,20240102,314,110213,300,특용작물,땅콩,850.0,retail,"2026-01-29 10:22:18"
2526,20240102,314,380402,300,특용작물,땅콩,1080.0,retail,"2026-01-29 10:22:18"
2527,20240102,314,360402,300,특용작물,땅콩,770.0,retail,"2026-01-29 10:22:18"
2528,20240102,314,270101,300,특용작물,땅콩,1080.0,retail,"2026-01-29 10:22:18"
2529,20240102,314,321411,300,특용작물,땅콩,999.0,retail,"2026-01-29 10:22:18"
2530,20240102,314,220024,300,특용작물,땅콩,900.0,retail,"2026-01-29 10:22:18"
2531,20240102,314,340401,300,특용작물,땅콩,1080.0,retail,"2026-01-29 10:22:18"
2532,20240102,314,110409,300,특용작물,땅콩,1700.0,retail,"2026-01-29 10:22:18"
2533,20240102,314,390403,300,특용작물,땅콩,1990.0,retail,"2026-01-29 10:22:18"
2534,20240102,314,260402,300,특용작물,땅콩,950.0,retail,"2026-01-29 10:22:18"
2535,20240102,314,380403,300,특용작물,땅콩,999.0,retail,"2026-01-29 10:22:18"
2536,20240102,314,210404,300,특용작물,땅콩,880.0,retail,"2026-01-29 10:22:18"
2537,20240102,314,110410,300,특용작물,땅콩,811.0,retail,"2026-01-29 10:22:18"
2538,20240102,314,310406,300,특용작물,땅콩,1080.0,retail,"2026-01-29 10:22:18"
2539,20240102,314,310407,300,특용작물,땅콩,1000.0,retail,"2026-01-29 10:22:18"
2540,20240102,314,110411,300,특용작물,땅콩,1000.0,retail,"2026-01-29 10:22:18"
2547,20240102,315,240121,300,특용작물,느타리버섯,830.0,retail,"2026-01-29 10:22:18"
2561,20240102,316,110212,300,특용작물,팽이버섯,630.0,retail,"2026-01-29 10:22:18"
2562,20240102,316,110402,300,특용작물,팽이버섯,461.0,retail,"2026-01-29 10:22:18"
2563,20240102,316,110403,300,특용작물,팽이버섯,544.0,retail,"2026-01-29 10:22:18"
2564,20240102,316,110406,300,특용작물,팽이버섯,540.0,retail,"2026-01-29 10:22:18"
2565,20240102,316,210022,300,특용작물,팽이버섯,550.0,retail,"2026-01-29 10:22:18"
2566,20240102,316,210401,300,특용작물,팽이버섯,461.0,retail,"2026-01-29 10:22:18"
2567,20240102,316,210402,300,특용작물,팽이버섯,633.0,retail,"2026-01-29 10:22:18"
2568,20240102,316,220403,300,특용작물,팽이버섯,461.0,retail,"2026-01-29 10:22:18"
2569,20240102,316,230036,300,특용작물,팽이버섯,700.0,retail,"2026-01-29 10:22:18"
2570,20240102,316,230401,300,특용작물,팽이버섯,424.0,retail,"2026-01-29 10:22:18"
2571,20240102,316,240121,300,특용작물,팽이버섯,480.0,retail,"2026-01-29 10:22:18"
2572,20240102,316,240401,300,특용작물,팽이버섯,461.0,retail,"2026-01-29 10:22:18"
2573,20240102,316,240402,300,특용작물,팽이버섯,390.0,retail,"2026-01-29 10:22:18"
2574,20240102,316,250112,300,특용작물,팽이버섯,750.0,retail,"2026-01-29 10:22:18"
2575,20240102,316,250402,300,특용작물,팽이버섯,424.0,retail,"2026-01-29 10:22:18"
2576,20240102,316,250403,300,특용작물,팽이버섯,461.0,retail,"2026-01-29 10:22:18"
2577,20240102,316,310001,300,특용작물,팽이버섯,620.0,retail,"2026-01-29 10:22:18"
2578,20240102,316,310402,300,특용작물,팽이버섯,395.0,retail,"2026-01-29 10:22:18"
2579,20240102,316,320001,300,특용작물,팽이버섯,670.0,retail,"2026-01-29 10:22:18"
2580,20240102,316,330001,300,특용작물,팽이버섯,700.0,retail,"2026-01-29 10:22:18"
2581,20240102,316,330401,300,특용작물,팽이버섯,540.0,retail,"2026-01-29 10:22:18"
2582,20240102,316,350001,300,특용작물,팽이버섯,500.0,retail,"2026-01-29 10:22:18"
2583,20240102,316,350401,300,특용작물,팽이버섯,660.0,retail,"2026-01-29 10:22:18"
2584,20240102,316,360401,300,특용작물,팽이버섯,461.0,retail,"2026-01-29 10:22:18"
2585,20240102,316,370401,300,특용작물,팽이버섯,424.0,retail,"2026-01-29 10:22:18"
2586,20240102,316,372401,300,특용작물,팽이버섯,544.0,retail,"2026-01-29 10:22:18"
2587,20240102,316,380001,300,특용작물,팽이버섯,600.0,retail,"2026-01-29 10:22:18"
2588,20240102,316,260001,300,특용작물,팽이버섯,500.0,retail,"2026-01-29 10:22:18"
2589,20240102,316,390001,300,특용작물,팽이버섯,700.0,retail,"2026-01-29 10:22:18"
2590,20240102,316,110408,300,특용작물,팽이버섯,424.0,retail,"2026-01-29 10:22:18"
2591,20240102,316,370001,300,특용작물,팽이버섯,460.0,retail,"2026-01-29 10:22:18"
2592,20240102,316,110213,300,특용작물,팽이버섯,530.0,retail,"2026-01-29 10:22:18"
2593,20240102,316,380402,300,특용작물,팽이버섯,544.0,retail,"2026-01-29 10:22:18"
2594,20240102,316,360402,300,특용작물,팽이버섯,560.0,retail,"2026-01-29 10:22:18"
2595,20240102,316,270101,300,특용작물,팽이버섯,544.0,retail,"2026-01-29 10:22:18"
2596,20240102,316,321411,300,특용작물,팽이버섯,461.0,retail,"2026-01-29 10:22:18"
2597,20240102,316,220024,300,특용작물,팽이버섯,460.0,retail,"2026-01-29 10:22:18"
2598,20240102,316,310404,300,특용작물,팽이버섯,440.0,retail,"2026-01-29 10:22:18"
2599,20240102,316,310405,300,특용작물,팽이버섯,430.0,retail,"2026-01-29 10:22:18"
2600,20240102,316,340401,300,특용작물,팽이버섯,584.0,retail,"2026-01-29 10:22:18"
2601,20240102,316,110409,300,특용작물,팽이버섯,500.0,retail,"2026-01-29 10:22:18"
2602,20240102,316,390403,300,특용작물,팽이버섯,424.0,retail,"2026-01-29 10:22:18"
2603,20240102,316,260402,300,특용작물,팽이버섯,440.0,retail,"2026-01-29 10:22:18"
2604,20240102,316,380403,300,특용작물,팽이버섯,460.0,retail,"2026-01-29 10:22:18"
2605,20240102,316,210404,300,특용작물,팽이버섯,326.0,retail,"2026-01-29 10:22:18"
2606,20240102,316,220404,300,특용작물,팽이버섯,424.0,retail,"2026-01-29 10:22:18"
2607,20240102,316,110410,300,특용작물,팽이버섯,516.0,retail,"2026-01-29 10:22:18"
2608,20240102,316,310406,300,특용작물,팽이버섯,660.0,retail,"2026-01-29 10:22:18"
2609,20240102,316,310407,300,특용작물,팽이버섯,630.0,retail,"2026-01-29 10:22:18"
2610,20240102,316,110411,300,특용작물,팽이버섯,470.0,retail,"2026-01-29 10:22:18"
2612,20240102,317,110402,300,특용작물,새송이버섯,566.0,retail,"2026-01-29 10:22:18"
2613,20240102,317,110403,300,특용작물,새송이버섯,663.0,retail,"2026-01-29 10:22:18"
2616,20240102,317,210401,300,특용작물,새송이버섯,546.0,retail,"2026-01-29 10:22:18"
2617,20240102,317,210402,300,특용작물,새송이버섯,644.0,retail,"2026-01-29 10:22:18"
2618,20240102,317,220403,300,특용작물,새송이버섯,546.0,retail,"2026-01-29 10:22:18"
2620,20240102,317,230401,300,특용작물,새송이버섯,665.0,retail,"2026-01-29 10:22:18"
2623,20240102,317,240402,300,특용작물,새송이버섯,665.0,retail,"2026-01-29 10:22:18"
2625,20240102,317,250402,300,특용작물,새송이버섯,665.0,retail,"2026-01-29 10:22:18"
2626,20240102,317,250403,300,특용작물,새송이버섯,546.0,retail,"2026-01-29 10:22:18"
2629,20240102,317,330001,300,특용작물,새송이버섯,620.0,retail,"2026-01-29 10:22:18"
2631,20240102,317,350401,300,특용작물,새송이버섯,663.0,retail,"2026-01-29 10:22:18"
2633,20240102,317,370401,300,특용작물,새송이버섯,665.0,retail,"2026-01-29 10:22:18"
2634,20240102,317,372401,300,특용작물,새송이버섯,496.0,retail,"2026-01-29 10:22:18"
2636,20240102,317,260001,300,특용작물,새송이버섯,500.0,retail,"2026-01-29 10:22:18"
2637,20240102,317,390001,300,특용작물,새송이버섯,500.0,retail,"2026-01-29 10:22:18"
2638,20240102,317,110408,300,특용작물,새송이버섯,665.0,retail,"2026-01-29 10:22:18"
2641,20240102,317,380402,300,특용작물,새송이버섯,663.0,retail,"2026-01-29 10:22:18"
2643,20240102,317,270101,300,특용작물,새송이버섯,663.0,retail,"2026-01-29 10:22:18"
2646,20240102,317,310405,300,특용작물,새송이버섯,530.0,retail,"2026-01-29 10:22:18"
2647,20240102,317,340401,300,특용작물,새송이버섯,663.0,retail,"2026-01-29 10:22:18"
2648,20240102,317,110409,300,특용작물,새송이버섯,663.0,retail,"2026-01-29 10:22:18"
2649,20240102,317,390403,300,특용작물,새송이버섯,665.0,retail,"2026-01-29 10:22:18"
2651,20240102,317,210404,300,특용작물,새송이버섯,565.0,retail,"2026-01-29 10:22:18"
2652,20240102,317,220404,300,특용작물,새송이버섯,665.0,retail,"2026-01-29 10:22:18"
2653,20240102,317,110410,300,특용작물,새송이버섯,630.0,retail,"2026-01-29 10:22:18"
2654,20240102,317,310406,300,특용작물,새송이버섯,663.0,retail,"2026-01-29 10:22:18"
2655,20240102,317,110212,300,특용작물,새송이버섯,650.0,retail,"2026-01-29 10:22:18"
2656,20240102,317,110406,300,특용작물,새송이버섯,563.0,retail,"2026-01-29 10:22:18"
2657,20240102,317,210022,300,특용작물,새송이버섯,450.0,retail,"2026-01-29 10:22:18"
2658,20240102,317,230036,300,특용작물,새송이버섯,400.0,retail,"2026-01-29 10:22:18"
2659,20240102,317,240121,300,특용작물,새송이버섯,400.0,retail,"2026-01-29 10:22:18"
2660,20240102,317,240401,300,특용작물,새송이버섯,422.0,retail,"2026-01-29 10:22:18"
2661,20240102,317,250112,300,특용작물,새송이버섯,370.0,retail,"2026-01-29 10:22:18"
2662,20240102,317,310001,300,특용작물,새송이버섯,470.0,retail,"2026-01-29 10:22:18"
2663,20240102,317,310402,300,특용작물,새송이버섯,490.0,retail,"2026-01-29 10:22:18"
2664,20240102,317,320001,300,특용작물,새송이버섯,480.0,retail,"2026-01-29 10:22:18"
2665,20240102,317,330401,300,특용작물,새송이버섯,493.0,retail,"2026-01-29 10:22:18"
2666,20240102,317,350001,300,특용작물,새송이버섯,450.0,retail,"2026-01-29 10:22:18"
2667,20240102,317,360401,300,특용작물,새송이버섯,422.0,retail,"2026-01-29 10:22:18"
2668,20240102,317,380001,300,특용작물,새송이버섯,480.0,retail,"2026-01-29 10:22:18"
2669,20240102,317,370001,300,특용작물,새송이버섯,360.0,retail,"2026-01-29 10:22:18"
2670,20240102,317,110213,300,특용작물,새송이버섯,530.0,retail,"2026-01-29 10:22:18"
2671,20240102,317,360402,300,특용작물,새송이버섯,500.0,retail,"2026-01-29 10:22:18"
2672,20240102,317,321411,300,특용작물,새송이버섯,422.0,retail,"2026-01-29 10:22:18"
2673,20240102,317,220024,300,특용작물,새송이버섯,310.0,retail,"2026-01-29 10:22:18"
2674,20240102,317,310404,300,특용작물,새송이버섯,430.0,retail,"2026-01-29 10:22:18"
2675,20240102,317,260402,300,특용작물,새송이버섯,490.0,retail,"2026-01-29 10:22:18"
2676,20240102,317,380403,300,특용작물,새송이버섯,422.0,retail,"2026-01-29 10:22:18"
2677,20240102,317,310407,300,특용작물,새송이버섯,525.0,retail,"2026-01-29 10:22:18"
2678,20240102,317,110411,300,특용작물,새송이버섯,525.0,retail,"2026-01-29 10:22:18"
2680,20240102,411,110402,400,과일류,사과,33980.0,retail,"2026-01-29 10:22:18"
2682,20240102,411,110406,400,과일류,사과,32000.0,retail,"2026-01-29 10:22:18"
2685,20240102,411,230036,400,과일류,사과,30000.0,retail,"2026-01-29 10:22:18"
2690,20240102,411,250403,400,과일류,사과,33980.0,retail,"2026-01-29 10:22:18"
2692,20240102,411,310402,400,과일류,사과,29800.0,retail,"2026-01-29 10:22:18"
2704,20240102,411,110213,400,과일류,사과,27700.0,retail,"2026-01-29 10:22:18"
2709,20240102,411,220024,400,과일류,사과,33300.0,retail,"2026-01-29 10:22:18"
2710,20240102,411,310404,400,과일류,사과,18680.0,retail,"2026-01-29 10:22:18"
2714,20240102,411,260402,400,과일류,사과,17670.0,retail,"2026-01-29 10:22:18"
2719,20240102,411,310407,400,과일류,사과,24910.0,retail,"2026-01-29 10:22:18"
2720,20240102,411,110411,400,과일류,사과,22450.0,retail,"2026-01-29 10:22:18"
2721,20240102,411,110212,400,과일류,사과,21600.0,retail,"2026-01-29 10:22:18"
2722,20240102,411,110403,400,과일류,사과,23160.0,retail,"2026-01-29 10:22:18"
2723,20240102,411,210022,400,과일류,사과,28600.0,retail,"2026-01-29 10:22:18"
2724,20240102,411,210401,400,과일류,사과,27980.0,retail,"2026-01-29 10:22:18"
2725,20240102,411,210402,400,과일류,사과,21500.0,retail,"2026-01-29 10:22:18"
2726,20240102,411,220403,400,과일류,사과,24270.0,retail,"2026-01-29 10:22:18"
2727,20240102,411,230401,400,과일류,사과,23980.0,retail,"2026-01-29 10:22:18"
2728,20240102,411,240121,400,과일류,사과,20500.0,retail,"2026-01-29 10:22:18"
2729,20240102,411,240401,400,과일류,사과,24270.0,retail,"2026-01-29 10:22:18"
2730,20240102,411,240402,400,과일류,사과,23980.0,retail,"2026-01-29 10:22:18"
2731,20240102,411,250112,400,과일류,사과,25000.0,retail,"2026-01-29 10:22:18"
2732,20240102,411,250402,400,과일류,사과,23980.0,retail,"2026-01-29 10:22:18"
2733,20240102,411,310001,400,과일류,사과,21600.0,retail,"2026-01-29 10:22:18"
2734,20240102,411,320001,400,과일류,사과,23300.0,retail,"2026-01-29 10:22:18"
2735,20240102,411,330001,400,과일류,사과,20000.0,retail,"2026-01-29 10:22:18"
2736,20240102,411,330401,400,과일류,사과,16630.0,retail,"2026-01-29 10:22:18"
2737,20240102,411,350001,400,과일류,사과,22500.0,retail,"2026-01-29 10:22:18"
2738,20240102,411,350401,400,과일류,사과,24830.0,retail,"2026-01-29 10:22:18"
2739,20240102,411,360401,400,과일류,사과,24270.0,retail,"2026-01-29 10:22:18"
2740,20240102,411,370401,400,과일류,사과,23980.0,retail,"2026-01-29 10:22:18"
2741,20240102,411,372401,400,과일류,사과,24830.0,retail,"2026-01-29 10:22:18"
2742,20240102,411,380001,400,과일류,사과,23300.0,retail,"2026-01-29 10:22:18"
2743,20240102,411,260001,400,과일류,사과,23300.0,retail,"2026-01-29 10:22:18"
2744,20240102,411,390001,400,과일류,사과,27700.0,retail,"2026-01-29 10:22:18"
2745,20240102,411,110408,400,과일류,사과,23980.0,retail,"2026-01-29 10:22:18"
2746,20240102,411,370001,400,과일류,사과,21600.0,retail,"2026-01-29 10:22:18"
2747,20240102,411,380402,400,과일류,사과,23160.0,retail,"2026-01-29 10:22:18"
2748,20240102,411,360402,400,과일류,사과,25000.0,retail,"2026-01-29 10:22:18"
2749,20240102,411,270101,400,과일류,사과,24830.0,retail,"2026-01-29 10:22:18"
2750,20240102,411,321411,400,과일류,사과,24270.0,retail,"2026-01-29 10:22:18"
2751,20240102,411,310405,400,과일류,사과,26250.0,retail,"2026-01-29 10:22:18"
2752,20240102,411,340401,400,과일류,사과,24830.0,retail,"2026-01-29 10:22:18"
2753,20240102,411,110409,400,과일류,사과,23600.0,retail,"2026-01-29 10:22:18"
2754,20240102,411,390403,400,과일류,사과,23980.0,retail,"2026-01-29 10:22:18"
2755,20240102,411,380403,400,과일류,사과,22840.0,retail,"2026-01-29 10:22:18"
2756,20240102,411,210404,400,과일류,사과,19800.0,retail,"2026-01-29 10:22:18"
2757,20240102,411,220404,400,과일류,사과,23980.0,retail,"2026-01-29 10:22:18"
2758,20240102,411,110410,400,과일류,사과,23320.0,retail,"2026-01-29 10:22:18"
2759,20240102,411,310406,400,과일류,사과,24830.0,retail,"2026-01-29 10:22:18"
2764,20240102,412,230401,400,과일류,배,33980.0,retail,"2026-01-29 10:22:18"
2766,20240102,412,240402,400,과일류,배,33980.0,retail,"2026-01-29 10:22:18"
2771,20240102,412,350001,400,과일류,배,33300.0,retail,"2026-01-29 10:22:18"
2777,20240102,412,110408,400,과일류,배,33980.0,retail,"2026-01-29 10:22:18"
2779,20240102,412,110213,400,과일류,배,33300.0,retail,"2026-01-29 10:22:18"
2784,20240102,412,310405,400,과일류,배,25310.0,retail,"2026-01-29 10:22:18"
2787,20240102,412,210404,400,과일류,배,24500.0,retail,"2026-01-29 10:22:18"
2788,20240102,412,220404,400,과일류,배,33980.0,retail,"2026-01-29 10:22:18"
2793,20240102,412,110212,400,과일류,배,23300.0,retail,"2026-01-29 10:22:18"
2794,20240102,412,110402,400,과일류,배,33980.0,retail,"2026-01-29 10:22:18"
2795,20240102,412,110403,400,과일류,배,26500.0,retail,"2026-01-29 10:22:18"
2796,20240102,412,110406,400,과일류,배,26330.0,retail,"2026-01-29 10:22:18"
2797,20240102,412,210022,400,과일류,배,24300.0,retail,"2026-01-29 10:22:18"
2798,20240102,412,210401,400,과일류,배,33980.0,retail,"2026-01-29 10:22:18"
2799,20240102,412,210402,400,과일류,배,19830.0,retail,"2026-01-29 10:22:18"
2800,20240102,412,230036,400,과일류,배,27500.0,retail,"2026-01-29 10:22:18"
2801,20240102,412,240121,400,과일류,배,24500.0,retail,"2026-01-29 10:22:18"
2802,20240102,412,250112,400,과일류,배,30000.0,retail,"2026-01-29 10:22:18"
2803,20240102,412,250403,400,과일류,배,33980.0,retail,"2026-01-29 10:22:18"
2804,20240102,412,310001,400,과일류,배,33300.0,retail,"2026-01-29 10:22:18"
2805,20240102,412,310402,400,과일류,배,26630.0,retail,"2026-01-29 10:22:18"
2806,20240102,412,320001,400,과일류,배,25000.0,retail,"2026-01-29 10:22:18"
2807,20240102,412,330001,400,과일류,배,23300.0,retail,"2026-01-29 10:22:18"
2808,20240102,412,330401,400,과일류,배,26630.0,retail,"2026-01-29 10:22:18"
2809,20240102,412,350401,400,과일류,배,26500.0,retail,"2026-01-29 10:22:18"
2810,20240102,412,370401,400,과일류,배,28310.0,retail,"2026-01-29 10:22:18"
2811,20240102,412,372401,400,과일류,배,26500.0,retail,"2026-01-29 10:22:18"
2812,20240102,412,380001,400,과일류,배,25000.0,retail,"2026-01-29 10:22:18"
2813,20240102,412,260001,400,과일류,배,25000.0,retail,"2026-01-29 10:22:18"
2814,20240102,412,370001,400,과일류,배,23300.0,retail,"2026-01-29 10:22:18"
2815,20240102,412,380402,400,과일류,배,26500.0,retail,"2026-01-29 10:22:18"
2816,20240102,412,360402,400,과일류,배,25000.0,retail,"2026-01-29 10:22:18"
2817,20240102,412,270101,400,과일류,배,26500.0,retail,"2026-01-29 10:22:18"
2818,20240102,412,310404,400,과일류,배,24160.0,retail,"2026-01-29 10:22:18"
2819,20240102,412,340401,400,과일류,배,26500.0,retail,"2026-01-29 10:22:18"
2820,20240102,412,110409,400,과일류,배,32000.0,retail,"2026-01-29 10:22:18"
2821,20240102,412,260402,400,과일류,배,24160.0,retail,"2026-01-29 10:22:18"
2822,20240102,412,110410,400,과일류,배,24960.0,retail,"2026-01-29 10:22:18"
2823,20240102,412,310406,400,과일류,배,26500.0,retail,"2026-01-29 10:22:18"
2824,20240102,412,310407,400,과일류,배,26330.0,retail,"2026-01-29 10:22:18"
2825,20240102,412,110411,400,과일류,배,23160.0,retail,"2026-01-29 10:22:18"
2827,20240102,416,110402,400,과일류,단감,23980.0,retail,"2026-01-29 10:22:18"
2828,20240102,416,110403,400,과일류,단감,16960.0,retail,"2026-01-29 10:22:18"
2829,20240102,416,110406,400,과일류,단감,13960.0,retail,"2026-01-29 10:22:18"
2831,20240102,416,210401,400,과일류,단감,23980.0,retail,"2026-01-29 10:22:18"
2834,20240102,416,240401,400,과일류,단감,23980.0,retail,"2026-01-29 10:22:18"
2838,20240102,416,310402,400,과일류,단감,15960.0,retail,"2026-01-29 10:22:18"
2840,20240102,416,330401,400,과일류,단감,15960.0,retail,"2026-01-29 10:22:18"
2841,20240102,416,350001,400,과일류,단감,16000.0,retail,"2026-01-29 10:22:18"
2842,20240102,416,360401,400,과일류,단감,23980.0,retail,"2026-01-29 10:22:18"
2843,20240102,416,372401,400,과일류,단감,16960.0,retail,"2026-01-29 10:22:18"
2846,20240102,416,390001,400,과일류,단감,19300.0,retail,"2026-01-29 10:22:18"
2848,20240102,416,110213,400,과일류,단감,16000.0,retail,"2026-01-29 10:22:18"
2849,20240102,416,380402,400,과일류,단감,15960.0,retail,"2026-01-29 10:22:18"
2850,20240102,416,360402,400,과일류,단감,16700.0,retail,"2026-01-29 10:22:18"
2851,20240102,416,270101,400,과일류,단감,16960.0,retail,"2026-01-29 10:22:18"
2852,20240102,416,321411,400,과일류,단감,23980.0,retail,"2026-01-29 10:22:18"
2853,20240102,416,220024,400,과일류,단감,20000.0,retail,"2026-01-29 10:22:18"
2854,20240102,416,310404,400,과일류,단감,15600.0,retail,"2026-01-29 10:22:18"
2855,20240102,416,340401,400,과일류,단감,16960.0,retail,"2026-01-29 10:22:18"
2856,20240102,416,390403,400,과일류,단감,15980.0,retail,"2026-01-29 10:22:18"
2857,20240102,416,260402,400,과일류,단감,14400.0,retail,"2026-01-29 10:22:18"
2858,20240102,416,380403,400,과일류,단감,23980.0,retail,"2026-01-29 10:22:18"
2859,20240102,416,210404,400,과일류,단감,19600.0,retail,"2026-01-29 10:22:18"
2860,20240102,416,110410,400,과일류,단감,16980.0,retail,"2026-01-29 10:22:18"
2861,20240102,416,310406,400,과일류,단감,15600.0,retail,"2026-01-29 10:22:18"
2862,20240102,416,310407,400,과일류,단감,15960.0,retail,"2026-01-29 10:22:18"
2863,20240102,416,110411,400,과일류,단감,15960.0,retail,"2026-01-29 10:22:18"
2864,20240102,416,110212,400,과일류,단감,10000.0,retail,"2026-01-29 10:22:18"
2865,20240102,416,210022,400,과일류,단감,12000.0,retail,"2026-01-29 10:22:18"
2866,20240102,416,210402,400,과일류,단감,13800.0,retail,"2026-01-29 10:22:18"
2867,20240102,416,220403,400,과일류,단감,23980.0,retail,"2026-01-29 10:22:18"
2868,20240102,416,230036,400,과일류,단감,12500.0,retail,"2026-01-29 10:22:18"
2869,20240102,416,230401,400,과일류,단감,15980.0,retail,"2026-01-29 10:22:18"
2870,20240102,416,240121,400,과일류,단감,10500.0,retail,"2026-01-29 10:22:18"
2871,20240102,416,240402,400,과일류,단감,15980.0,retail,"2026-01-29 10:22:18"
2872,20240102,416,250112,400,과일류,단감,11300.0,retail,"2026-01-29 10:22:18"
2873,20240102,416,250402,400,과일류,단감,15980.0,retail,"2026-01-29 10:22:18"
2874,20240102,416,250403,400,과일류,단감,14990.0,retail,"2026-01-29 10:22:18"
2875,20240102,416,310001,400,과일류,단감,14000.0,retail,"2026-01-29 10:22:18"
2876,20240102,416,320001,400,과일류,단감,10000.0,retail,"2026-01-29 10:22:18"
2877,20240102,416,330001,400,과일류,단감,11300.0,retail,"2026-01-29 10:22:18"
2878,20240102,416,370401,400,과일류,단감,15980.0,retail,"2026-01-29 10:22:18"
2879,20240102,416,380001,400,과일류,단감,14000.0,retail,"2026-01-29 10:22:18"
2880,20240102,416,260001,400,과일류,단감,9330.0,retail,"2026-01-29 10:22:18"
2881,20240102,416,110408,400,과일류,단감,15980.0,retail,"2026-01-29 10:22:18"
2882,20240102,416,370001,400,과일류,단감,10000.0,retail,"2026-01-29 10:22:18"
2883,20240102,416,310405,400,과일류,단감,13320.0,retail,"2026-01-29 10:22:18"
2884,20240102,416,110409,400,과일류,단감,17600.0,retail,"2026-01-29 10:22:18"
2885,20240102,416,220404,400,과일류,단감,15980.0,retail,"2026-01-29 10:22:18"
2887,20240102,418,110402,400,과일류,바나나,299.0,retail,"2026-01-29 10:22:18"
2888,20240102,418,110403,400,과일류,바나나,235.0,retail,"2026-01-29 10:22:18"
2890,20240102,418,210401,400,과일류,바나나,299.0,retail,"2026-01-29 10:22:18"
2891,20240102,418,210402,400,과일류,바나나,356.0,retail,"2026-01-29 10:22:18"
2892,20240102,418,220403,400,과일류,바나나,299.0,retail,"2026-01-29 10:22:18"
2893,20240102,418,230036,400,과일류,바나나,320.0,retail,"2026-01-29 10:22:18"
2894,20240102,418,230401,400,과일류,바나나,237.0,retail,"2026-01-29 10:22:18"
2896,20240102,418,240401,400,과일류,바나나,299.0,retail,"2026-01-29 10:22:18"
2897,20240102,418,240402,400,과일류,바나나,237.0,retail,"2026-01-29 10:22:18"
2898,20240102,418,250402,400,과일류,바나나,237.0,retail,"2026-01-29 10:22:18"
2899,20240102,418,250403,400,과일류,바나나,299.0,retail,"2026-01-29 10:22:18"
2900,20240102,418,310001,400,과일류,바나나,310.0,retail,"2026-01-29 10:22:18"
2902,20240102,418,330001,400,과일류,바나나,320.0,retail,"2026-01-29 10:22:18"
2903,20240102,418,350001,400,과일류,바나나,260.0,retail,"2026-01-29 10:22:18"
2904,20240102,418,350401,400,과일류,바나나,279.0,retail,"2026-01-29 10:22:18"
2905,20240102,418,360401,400,과일류,바나나,299.0,retail,"2026-01-29 10:22:18"
2906,20240102,418,370401,400,과일류,바나나,237.0,retail,"2026-01-29 10:22:18"
2908,20240102,418,380001,400,과일류,바나나,300.0,retail,"2026-01-29 10:22:18"
2909,20240102,418,260001,400,과일류,바나나,320.0,retail,"2026-01-29 10:22:18"
2910,20240102,418,390001,400,과일류,바나나,310.0,retail,"2026-01-29 10:22:18"
2911,20240102,418,110408,400,과일류,바나나,237.0,retail,"2026-01-29 10:22:18"
2913,20240102,418,110213,400,과일류,바나나,330.0,retail,"2026-01-29 10:22:18"
2915,20240102,418,360402,400,과일류,바나나,280.0,retail,"2026-01-29 10:22:18"
2916,20240102,418,270101,400,과일류,바나나,274.0,retail,"2026-01-29 10:22:18"
2917,20240102,418,321411,400,과일류,바나나,299.0,retail,"2026-01-29 10:22:18"
