"policy_id","analysis_date","item_cd","market_group","policy_type","horizon","lead_time","service_level","safety_stock_mean","safety_stock_std","reorder_point_mean","reorder_point_std","expected_cost_mean","expected_cost_std","fill_rate","model_version","created_at"
923,20260129,213,"31",bayesian_newsvendor,3,7,0.99,417906.9811832546,94402.8685340293,461433.10747074947,35680.93045602375,79053.44206646836,18922.829018055312,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
924,20260129,213,"31",bayesian_newsvendor,3,14,0.99,835813.9623665093,188805.7370680586,922866.2149414989,50460.45576900001,158106.8841329367,37845.658036110624,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
925,20260129,213,"37",bayesian_newsvendor,1,1,0.9,8736.064113015334,13889.142307409258,15526.938956072961,13889.142307409258,12199.828708954763,3038.4881321254375,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
926,20260129,213,"37",bayesian_newsvendor,3,3,0.9,24546.591719267446,50329.672234856786,45117.412146480056,29057.849813020195,37321.53085220501,9266.805904703187,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
927,20260129,213,"37",bayesian_newsvendor,3,7,0.9,57275.380678290705,117435.9018813325,105273.96167512012,44386.598766941155,87083.57198847835,21622.5471109741,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
928,20260129,213,"37",bayesian_newsvendor,3,14,0.9,114550.76135658141,234871.803762665,210547.92335024025,62772.12996382107,174167.1439769567,43245.0942219482,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
929,20260129,213,"37",bayesian_newsvendor,1,1,0.95,17350.44901113443,13889.142307409258,24141.32385419206,13889.142307409258,12199.828708954763,3038.4881321254375,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
930,20260129,213,"37",bayesian_newsvendor,3,3,0.95,52794.804108596385,50329.672234856786,73365.624535809,29057.849813020195,37321.53085220501,9266.805904703187,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
931,20260129,213,"37",bayesian_newsvendor,3,7,0.95,123187.87625339157,117435.9018813325,171186.457250221,44386.598766941155,87083.57198847835,21622.5471109741,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
932,20260129,213,"37",bayesian_newsvendor,3,14,0.95,246375.75250678314,234871.803762665,342372.914500442,62772.12996382107,174167.1439769567,43245.0942219482,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
933,20260129,213,"37",bayesian_newsvendor,1,1,0.99,54223.43424468311,13889.142307409258,61014.30908774074,13889.142307409258,12199.828708954763,3038.4881321254375,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
934,20260129,213,"37",bayesian_newsvendor,3,3,0.99,156724.94775587926,50329.672234856786,177295.76818309186,29057.849813020195,37321.53085220501,9266.805904703187,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
935,20260129,213,"37",bayesian_newsvendor,3,7,0.99,365691.54476371827,117435.9018813325,413690.1257605477,44386.598766941155,87083.57198847835,21622.5471109741,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
936,20260129,213,"37",bayesian_newsvendor,3,14,0.99,731383.0895274365,234871.803762665,827380.2515210954,62772.12996382107,174167.1439769567,43245.0942219482,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
937,20260129,213,"38",bayesian_newsvendor,1,1,0.9,7759.241294837897,17174.965551279132,14508.54846254591,17174.965551279132,13285.870990351716,2794.458015226031,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
938,20260129,213,"38",bayesian_newsvendor,3,3,0.9,24183.307717685493,41802.64618043192,43154.661943966246,24134.769025111047,37822.290005663875,7691.612454907238,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
939,20260129,213,"38",bayesian_newsvendor,3,7,0.9,56427.718007932825,97539.50775434113,100694.21120258792,36866.46864594898,88252.01001321571,17947.095728116885,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
940,20260129,213,"38",bayesian_newsvendor,3,14,0.9,112855.43601586565,195079.01550868226,201388.42240517584,52137.05995590352,176504.02002643142,35894.19145623377,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
941,20260129,213,"38",bayesian_newsvendor,1,1,0.95,15918.312261377394,17174.965551279132,22667.619429085407,17174.965551279132,13285.870990351716,2794.458015226031,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
942,20260129,213,"38",bayesian_newsvendor,3,3,0.95,53830.917758704316,41802.64618043192,72802.27198498507,24134.769025111047,37822.290005663875,7691.612454907238,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
943,20260129,213,"38",bayesian_newsvendor,3,7,0.95,125605.47477031006,97539.50775434113,169871.96796496515,36866.46864594898,88252.01001321571,17947.095728116885,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
944,20260129,213,"38",bayesian_newsvendor,3,14,0.95,251210.94954062012,195079.01550868226,339743.9359299303,52137.05995590352,176504.02002643142,35894.19145623377,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
945,20260129,213,"38",bayesian_newsvendor,1,1,0.99,64747.32408592984,17174.965551279132,71496.63125363785,17174.965551279132,13285.870990351716,2794.458015226031,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
946,20260129,213,"38",bayesian_newsvendor,3,3,0.99,182752.43454164852,41802.64618043192,201723.78876792928,24134.769025111047,37822.290005663875,7691.612454907238,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
947,20260129,213,"38",bayesian_newsvendor,3,7,0.99,426422.34726384655,97539.50775434113,470688.84045850165,36866.46864594898,88252.01001321571,17947.095728116885,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
948,20260129,213,"38",bayesian_newsvendor,3,14,0.99,852844.6945276931,195079.01550868226,941377.6809170033,52137.05995590352,176504.02002643142,35894.19145623377,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
949,20260129,214,"11",bayesian_newsvendor,1,1,0.9,8410.851728369373,433328.3044647017,46182.456196358544,433328.3044647017,126550.43936758339,7383.993025479781,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
950,20260129,214,"11",bayesian_newsvendor,3,3,0.9,53899.915304364506,567908.2847504916,145075.57222484404,327882.0010757149,281355.2987146891,22632.612443993763,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
951,20260129,214,"11",bayesian_newsvendor,7,7,0.9,70015.34822426937,3483931.002995823,304809.74450534285,1316802.1455478242,768610.3679938789,48178.22417130391,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
952,20260129,214,"11",bayesian_newsvendor,14,14,0.9,169587.2824630206,3568250.9609476314,599031.7294084955,953655.1832780658,1364238.9743404924,95647.01255996787,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
953,20260129,214,"11",bayesian_newsvendor,1,1,0.95,63725.58270499431,433328.3044647017,101497.18717298348,433328.3044647017,126550.43936758339,7383.993025479781,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
954,20260129,214,"11",bayesian_newsvendor,3,3,0.95,208969.76539565454,567908.2847504916,300145.4223161341,327882.0010757149,281355.2987146891,22632.612443993763,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
955,20260129,214,"11",bayesian_newsvendor,7,7,0.95,367372.9620449869,3483931.002995823,602167.3583260603,1316802.1455478242,768610.3679938789,48178.22417130391,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
956,20260129,214,"11",bayesian_newsvendor,14,14,0.95,814983.4048464228,3568250.9609476314,1244427.8517918978,953655.1832780658,1364238.9743404924,95647.01255996787,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
957,20260129,214,"11",bayesian_newsvendor,1,1,0.99,328593.4095060479,433328.3044647017,366365.0139740371,433328.3044647017,126550.43936758339,7383.993025479781,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
958,20260129,214,"11",bayesian_newsvendor,3,3,0.99,1294770.5096075295,567908.2847504916,1385946.166528009,327882.0010757149,281355.2987146891,22632.612443993763,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
959,20260129,214,"11",bayesian_newsvendor,7,7,0.99,2642785.956030733,3483931.002995823,2877580.3523118063,1316802.1455478242,768610.3679938789,48178.22417130391,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
960,20260129,214,"11",bayesian_newsvendor,14,14,0.99,4711027.963886296,3568250.9609476314,5140472.410831771,953655.1832780658,1364238.9743404924,95647.01255996787,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
961,20260129,214,"21",bayesian_newsvendor,1,1,0.9,-4841.712357748067,1075870.2499048682,75718.95971027417,1075870.2499048682,296366.2823625492,11386.05869140295,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
962,20260129,214,"21",bayesian_newsvendor,3,3,0.9,-5941.415591826226,3257101.8316629757,216765.5390872642,1880488.6192886427,812143.5916208061,33205.921886686745,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
963,20260129,214,"21",bayesian_newsvendor,7,7,0.9,240368.73758112977,1583729.345766403,534104.2988061826,598593.4275618467,852782.6167188914,81993.40770760814,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
964,20260129,214,"21",bayesian_newsvendor,7,14,0.9,480737.47516225954,3167458.691532806,1068208.5976123651,846538.9436053605,1705565.2334377829,163986.8154152163,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
965,20260129,214,"21",bayesian_newsvendor,1,1,0.95,82967.17730360098,1075870.2499048682,163527.84937162322,1075870.2499048682,296366.2823625492,11386.05869140295,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
966,20260129,214,"21",bayesian_newsvendor,3,3,0.95,216873.2440560193,3257101.8316629757,439580.1987351097,1880488.6192886427,812143.5916208061,33205.921886686745,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
967,20260129,214,"21",bayesian_newsvendor,7,7,0.95,784755.7269356736,1583729.345766403,1078491.2881607264,598593.4275618467,852782.6167188914,81993.40770760814,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
968,20260129,214,"21",bayesian_newsvendor,7,14,0.95,1569511.4538713472,3167458.691532806,2156982.576321453,846538.9436053605,1705565.2334377829,163986.8154152163,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
969,20260129,214,"21",bayesian_newsvendor,1,1,0.99,753417.0698054992,1075870.2499048682,833977.7418735214,1075870.2499048682,296366.2823625492,11386.05869140295,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
970,20260129,214,"21",bayesian_newsvendor,3,3,0.99,2109633.371036358,3257101.8316629757,2332340.3257154487,1880488.6192886427,812143.5916208061,33205.921886686745,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
971,20260129,214,"21",bayesian_newsvendor,7,7,0.99,3581349.3648095313,1583729.345766403,3875084.926034584,598593.4275618467,852782.6167188914,81993.40770760814,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
972,20260129,214,"21",bayesian_newsvendor,7,14,0.99,7162698.7296190625,3167458.691532806,7750169.852069168,846538.9436053605,1705565.2334377829,163986.8154152163,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
973,20260129,214,"22",bayesian_newsvendor,1,1,0.9,-597763.9445715366,22211459.57149979,88468.33993814873,22211459.57149979,3282746.625800261,7904.635023161027,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
974,20260129,214,"22",bayesian_newsvendor,3,3,0.9,71830.28766979685,2432483.5136144618,293706.3598093369,1404395.0113846362,734969.9617763729,45690.82840441515,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
975,20260129,214,"22",bayesian_newsvendor,7,7,0.9,241307.41581827536,1603014.4337358195,569910.5947587221,605882.5056731438,943585.7919078786,91944.2553493351,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
976,20260129,214,"22",bayesian_newsvendor,7,14,0.9,482614.8316365507,3206028.867471639,1139821.1895174442,856847.2567275536,1887171.5838157572,183888.5106986702,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
977,20260129,214,"22",bayesian_newsvendor,1,1,0.95,-485150.3293069906,22211459.57149979,201081.95520269478,22211459.57149979,3282746.625800261,7904.635023161027,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
978,20260129,214,"22",bayesian_newsvendor,3,3,0.95,380240.82789271843,2432483.5136144618,602116.9000322585,1404395.0113846362,734969.9617763729,45690.82840441515,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
979,20260129,214,"22",bayesian_newsvendor,7,7,0.95,779878.0183519421,1603014.4337358195,1108481.1972923889,605882.5056731438,943585.7919078786,91944.2553493351,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
980,20260129,214,"22",bayesian_newsvendor,7,14,0.95,1559756.0367038841,3206028.867471639,2216962.3945847778,856847.2567275536,1887171.5838157572,183888.5106986702,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
981,20260129,214,"22",bayesian_newsvendor,1,1,0.99,536285.1404792271,22211459.57149979,1222517.4249889124,22211459.57149979,3282746.625800261,7904.635023161027,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
982,20260129,214,"22",bayesian_newsvendor,3,3,0.99,1989711.1080524155,2432483.5136144618,2211587.1801919555,1404395.0113846362,734969.9617763729,45690.82840441515,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
983,20260129,214,"22",bayesian_newsvendor,7,7,0.99,4059350.3498900845,1603014.4337358195,4387953.528830531,605882.5056731438,943585.7919078786,91944.2553493351,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
984,20260129,214,"22",bayesian_newsvendor,7,14,0.99,8118700.699780169,3206028.867471639,8775907.057661062,856847.2567275536,1887171.5838157572,183888.5106986702,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
985,20260129,214,"24",bayesian_newsvendor,1,1,0.9,38104.44780504641,269674.42181348667,86193.6939404496,269674.42181348667,135210.61516759841,13876.42993255443,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
986,20260129,214,"24",bayesian_newsvendor,3,3,0.9,54066.81087576551,2575968.356735301,264110.5460352775,1487236.024185084,697152.3222920491,41973.675412268734,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
987,20260129,214,"24",bayesian_newsvendor,7,7,0.9,14563.119958241004,12013688.766057404,582662.642943231,4540747.543359759,2021641.7007598854,89715.15524347118,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
988,20260129,214,"24",bayesian_newsvendor,7,14,0.9,29126.23991648201,24027377.532114808,1165325.285886462,6421586.759131685,4043283.4015197707,179430.31048694236,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
989,20260129,214,"24",bayesian_newsvendor,1,1,0.95,117428.17983590001,269674.42181348667,165517.4259713032,269674.42181348667,135210.61516759841,13876.42993255443,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
990,20260129,214,"24",bayesian_newsvendor,3,3,0.95,322222.2730064807,2575968.356735301,532266.0081659927,1487236.024185084,697152.3222920491,41973.675412268734,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
991,20260129,214,"24",bayesian_newsvendor,7,7,0.95,720851.7794772115,12013688.766057404,1288951.3024622016,4540747.543359759,2021641.7007598854,89715.15524347118,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
992,20260129,214,"24",bayesian_newsvendor,7,14,0.95,1441703.558954423,24027377.532114808,2577902.604924403,6421586.759131685,4043283.4015197707,179430.31048694236,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
993,20260129,214,"24",bayesian_newsvendor,1,1,0.99,513957.30713880796,269674.42181348667,562046.5532742111,269674.42181348667,135210.61516759841,13876.42993255443,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
994,20260129,214,"24",bayesian_newsvendor,3,3,0.99,2112068.0008746926,2575968.356735301,2322111.7360342047,1487236.024185084,697152.3222920491,41973.675412268734,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
995,20260129,214,"24",bayesian_newsvendor,7,7,0.99,4077752.2249276293,12013688.766057404,4645851.747912619,4540747.543359759,2021641.7007598854,89715.15524347118,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
996,20260129,214,"24",bayesian_newsvendor,7,14,0.99,8155504.449855259,24027377.532114808,9291703.495825239,6421586.759131685,4043283.4015197707,179430.31048694236,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
997,20260129,214,"25",bayesian_newsvendor,1,1,0.9,-35904.84296211079,3666411.7311134795,80160.55288304454,3666411.7311134795,459407.7871755287,10629.031556913193,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
998,20260129,214,"25",bayesian_newsvendor,3,3,0.9,85936.45945731172,627529.339118077,225309.09845591188,362304.2328642097,407208.0232550341,36890.70322692618,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
999,20260129,214,"25",bayesian_newsvendor,7,7,0.9,20764.516695451224,7524135.842473362,500221.941536421,2843856.038550283,1679628.1957992204,78007.38705912842,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1000,20260129,214,"25",bayesian_newsvendor,7,14,0.9,41529.03339090245,15048271.684946723,1000443.883072842,4021819.7791544334,3359256.3915984407,156014.77411825684,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1001,20260129,214,"25",bayesian_newsvendor,1,1,0.95,37670.560997233566,3666411.7311134795,153735.9568423889,3666411.7311134795,459407.7871755287,10629.031556913193,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1002,20260129,214,"25",bayesian_newsvendor,3,3,0.95,303855.83902955207,627529.339118077,443228.47802815225,362304.2328642097,407208.0232550341,36890.70322692618,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1003,20260129,214,"25",bayesian_newsvendor,7,7,0.95,540317.5679803519,7524135.842473362,1019774.9928213216,2843856.038550283,1679628.1957992204,78007.38705912842,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1004,20260129,214,"25",bayesian_newsvendor,7,14,0.95,1080635.1359607037,15048271.684946723,2039549.9856426432,4021819.7791544334,3359256.3915984407,156014.77411825684,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1005,20260129,214,"25",bayesian_newsvendor,1,1,0.99,602759.2607915332,3666411.7311134795,718824.6566366885,3666411.7311134795,459407.7871755287,10629.031556913193,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1006,20260129,214,"25",bayesian_newsvendor,3,3,0.99,2087035.552761211,627529.339118077,2226408.1917598112,362304.2328642097,407208.0232550341,36890.70322692618,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1007,20260129,214,"25",bayesian_newsvendor,7,7,0.99,4340790.915838391,7524135.842473362,4820248.340679361,2843856.038550283,1679628.1957992204,78007.38705912842,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1008,20260129,214,"25",bayesian_newsvendor,7,14,0.99,8681581.831676781,15048271.684946723,9640496.681358721,4021819.7791544334,3359256.3915984407,156014.77411825684,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1009,20260129,214,"31",bayesian_newsvendor,1,1,0.9,13535.501134123006,14165.937497328041,22347.752104506944,14165.937497328043,14171.046944850907,4309.946052280482,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1010,20260129,214,"31",bayesian_newsvendor,3,3,0.9,37151.90673492608,79620.46628270637,68760.78246158219,45968.897641324045,62937.86161455422,12920.457269992092,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1011,20260129,214,"31",bayesian_newsvendor,3,7,0.9,86687.78238149421,185781.08799298154,160441.8257436918,70218.65101834814,146855.0104339599,30147.733629981547,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1012,20260129,214,"31",bayesian_newsvendor,3,14,0.9,173375.56476298842,371562.1759859631,320883.6514873836,99304.16860169129,293710.0208679198,60295.467259963094,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1013,20260129,214,"31",bayesian_newsvendor,1,1,0.95,27458.49607844944,14165.937497328041,36270.74704883338,14165.937497328043,14171.046944850907,4309.946052280482,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1014,20260129,214,"31",bayesian_newsvendor,3,3,0.95,90124.05840761404,79620.46628270637,121732.93413427015,45968.897641324045,62937.86161455422,12920.457269992092,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1015,20260129,214,"31",bayesian_newsvendor,3,7,0.95,210289.4696177661,185781.08799298154,284043.5129799637,70218.65101834814,146855.0104339599,30147.733629981547,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1016,20260129,214,"31",bayesian_newsvendor,3,14,0.95,420578.9392355322,371562.1759859631,568087.0259599274,99304.16860169129,293710.0208679198,60295.467259963094,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1017,20260129,214,"31",bayesian_newsvendor,1,1,0.99,60027.493990170544,14165.937497328041,68839.74496055448,14165.937497328043,14171.046944850907,4309.946052280482,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1018,20260129,214,"31",bayesian_newsvendor,3,3,0.99,290649.99743963743,79620.46628270637,322258.87316629355,45968.897641324045,62937.86161455422,12920.457269992092,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1019,20260129,214,"31",bayesian_newsvendor,3,7,0.99,678183.327359154,185781.08799298154,751937.3707213516,70218.65101834814,146855.0104339599,30147.733629981547,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1020,20260129,214,"31",bayesian_newsvendor,3,14,0.99,1356366.654718308,371562.1759859631,1503874.7414427032,99304.16860169129,293710.0208679198,60295.467259963094,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1021,20260129,214,"37",bayesian_newsvendor,1,1,0.9,11953.713218989411,19540.501995715924,21687.412429327433,19540.501995715924,17795.637977060527,4308.296564745838,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1022,20260129,214,"37",bayesian_newsvendor,3,3,0.9,43759.402400816805,65222.62978259437,75229.0082253244,37656.30286223616,61715.061697908175,13395.233948583655,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1023,20260129,214,"37",bayesian_newsvendor,3,7,0.9,102105.27226857255,152186.13615938686,175534.35252575693,57520.95275279316,144001.81062845245,31255.545880028527,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1024,20260129,214,"37",bayesian_newsvendor,3,14,0.9,204210.5445371451,304372.2723187737,351068.70505151385,81346.91150362209,288003.6212569049,62511.091760057054,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1025,20260129,214,"37",bayesian_newsvendor,1,1,0.95,29714.743530376367,19540.501995715924,39448.44274071439,19540.501995715924,17795.637977060527,4308.296564745838,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1026,20260129,214,"37",bayesian_newsvendor,3,3,0.95,86291.29598016615,65222.62978259437,117760.90180467375,37656.30286223616,61715.061697908175,13395.233948583655,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1027,20260129,214,"37",bayesian_newsvendor,3,7,0.95,201346.35728705436,152186.13615938686,274775.43754423875,57520.95275279316,144001.81062845245,31255.545880028527,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1028,20260129,214,"37",bayesian_newsvendor,3,14,0.95,402692.7145741087,304372.2723187737,549550.8750884775,81346.91150362209,288003.6212569049,62511.091760057054,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1029,20260129,214,"37",bayesian_newsvendor,1,1,0.99,96364.05608612415,19540.501995715924,106097.75529646217,19540.501995715924,17795.637977060527,4308.296564745838,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1030,20260129,214,"37",bayesian_newsvendor,3,3,0.99,349462.0520374256,65222.62978259437,380931.65786193317,37656.30286223616,61715.061697908175,13395.233948583655,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1031,20260129,214,"37",bayesian_newsvendor,3,7,0.99,815411.4547539931,152186.13615938686,888840.5350111774,57520.95275279316,144001.81062845245,31255.545880028527,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1032,20260129,214,"37",bayesian_newsvendor,3,14,0.99,1630822.9095079862,304372.2723187737,1777681.0700223548,81346.91150362209,288003.6212569049,62511.091760057054,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1033,20260129,214,"38",bayesian_newsvendor,1,1,0.9,11385.365134071344,24555.221888422475,22176.89287544067,24555.221888422475,21219.612913426106,4471.020189301814,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1034,20260129,214,"38",bayesian_newsvendor,3,3,0.9,36688.60634266197,75375.55406315421,68452.51657112419,43518.09642867928,63272.44250517795,13269.396717254038,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1035,20260129,214,"38",bayesian_newsvendor,3,7,0.9,85606.74813287792,175876.29281402653,159722.5386659564,66474.99032827008,147635.69917874853,30961.92567359275,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1036,20260129,214,"38",bayesian_newsvendor,3,14,0.9,171213.49626575585,351752.58562805306,319445.0773319128,94009.83288085986,295271.39835749706,61923.8513471855,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1037,20260129,214,"38",bayesian_newsvendor,1,1,0.95,33645.45374640178,24555.221888422475,44436.9814877711,24555.221888422475,21219.612913426106,4471.020189301814,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1038,20260129,214,"38",bayesian_newsvendor,3,3,0.95,96853.96605946173,75375.55406315421,128617.87628792395,43518.09642867928,63272.44250517795,13269.396717254038,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1039,20260129,214,"38",bayesian_newsvendor,3,7,0.95,225992.5874720774,175876.29281402653,300108.3780051559,66474.99032827008,147635.69917874853,30961.92567359275,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1040,20260129,214,"38",bayesian_newsvendor,3,14,0.95,451985.1749441548,351752.58562805306,600216.7560103118,94009.83288085986,295271.39835749706,61923.8513471855,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1041,20260129,214,"38",bayesian_newsvendor,1,1,0.99,93472.33696430139,24555.221888422475,104263.86470567071,24555.221888422475,21219.612913426106,4471.020189301814,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1042,20260129,214,"38",bayesian_newsvendor,3,3,0.99,233392.93229945036,75375.55406315421,265156.8425279126,43518.09642867928,63272.44250517795,13269.396717254038,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1043,20260129,214,"38",bayesian_newsvendor,3,7,0.99,544583.5086987176,175876.29281402653,618699.2992317961,66474.99032827008,147635.69917874853,30961.92567359275,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1044,20260129,214,"38",bayesian_newsvendor,3,14,0.99,1089167.0173974351,351752.58562805306,1237398.5984635921,94009.83288085986,295271.39835749706,61923.8513471855,0.99,bayesian_v1.0,"2026-01-29 10:22:47"
1045,20260129,215,"11",bayesian_newsvendor,1,1,0.9,14333.945661103982,24950.302875065423,26988.590919735336,24950.302875065423,19001.54903498838,5851.391340585754,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1046,20260129,215,"11",bayesian_newsvendor,3,3,0.9,40374.197292290024,80632.243709822,78677.41304057803,46553.047611229245,59340.14215698141,17315.245771533875,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1047,20260129,215,"11",bayesian_newsvendor,7,7,0.9,93137.8615438348,215552.09142607535,189050.76914929997,81471.03264189334,151902.7008668586,42941.96015647573,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1048,20260129,215,"11",bayesian_newsvendor,7,14,0.9,186275.7230876696,431104.1828521507,378101.53829859995,115217.43930270667,303805.4017337172,85883.92031295146,0.9,bayesian_v1.0,"2026-01-29 10:22:47"
1049,20260129,215,"11",bayesian_newsvendor,1,1,0.95,29780.655180736387,24950.302875065423,42435.30043936774,24950.302875065423,19001.54903498838,5851.391340585754,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
1050,20260129,215,"11",bayesian_newsvendor,3,3,0.95,89653.7160974376,80632.243709822,127956.9318457256,46553.047611229245,59340.14215698141,17315.245771533875,0.95,bayesian_v1.0,"2026-01-29 10:22:47"
